,Unnamed: 0,province_zipCode,city_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
47019,47019,370000,371100,206,0,4,0,10,0,0,0
56994,56994,110000,400000,26,0,1,0,2,0,0,0
12473,12473,120000,120106,128,0,48,3,2,0,2,0
45221,45221,510000,510400,254,0,12,1,10,0,0,0
53958,53958,110000,400000,72,0,2,0,1,0,0,0
8324,8324,430000,430100,1011,0,654,4,242,0,125,2
57530,57530,440000,441200,32,0,2,0,1,0,0,0
25322,25322,530000,0,154,0,21,0,13,0,2,0
37483,37483,220000,220400,65,0,4,1,5,0,0,0
42134,42134,500000,500243,366,0,14,2,2,0,0,0
50660,50660,110000,400000,114,0,4,1,2,0,0,0
53974,53974,310000,310105,53,0,3,1,5,0,0,0
48447,48447,420000,420200,7153,0,166,249,209,0,0,2
43121,43121,420000,420300,13522,0,398,414,291,0,4,0
13833,13833,530000,530700,172,0,51,0,7,0,7,0
17226,17226,440000,441300,1316,0,442,2,58,0,26,0
23825,23825,310000,310106,311,0,57,1,16,0,3,0
32480,32480,430000,430900,803,0,156,1,44,0,10,0
47426,47426,420000,421200,7153,0,166,249,206,0,1,0
665,665,440000,445100,1347,0,873,7,5,0,4,0
54063,54063,370000,370600,75,0,0,0,8,0,0,0
44090,44090,440000,441200,725,0,15,0,10,0,1,0
11099,11099,370000,370400,544,0,227,3,24,0,10,0
47265,47265,340000,341200,297,0,5,0,47,0,0,0
55332,55332,330000,330600,104,0,1,0,5,0,0,0
50444,50444,340000,340100,237,0,3,0,50,0,1,0
33550,33550,330000,330500,1048,0,170,0,10,0,1,0
4176,4176,440000,445200,1345,0,772,6,8,0,4,0
51815,51815,110000,400000,111,0,4,1,8,0,0,0
34155,34155,310000,310151,281,0,30,1,2,0,0,0
34986,34986,410000,410500,914,0,85,3,40,0,2,0
9138,9138,410000,410800,1265,0,635,19,32,0,9,1
32772,32772,510000,511100,363,0,59,1,3,0,0,0
48807,48807,510000,513400,207,0,3,1,5,0,0,0
7137,7137,330000,330700,1205,0,704,1,55,0,39,0
11765,11765,530000,530800,173,0,60,0,4,0,3,0
53118,53118,450000,451000,51,0,1,0,2,0,0,0
3155,3155,610000,610500,245,0,175,1,15,0,8,0
41883,41883,370000,371300,298,0,13,0,30,0,1,0
34205,34205,440000,440800,1075,0,98,1,20,0,4,0
54193,54193,150000,400000,11,0,0,0,1,0,0,0
29752,29752,310000,310105,293,0,44,1,11,0,1,0
38656,38656,130000,131100,157,0,9,1,7,0,0,0
19004,19004,610000,610200,232,0,54,0,8,0,4,0
13326,13326,500000,500154,553,0,235,5,20,0,13,1
23990,23990,150000,150900,60,0,6,0,3,0,0,0
43281,43281,430000,430800,593,0,26,0,3,0,0,0
27559,27559,420000,420800,31728,0,2222,974,656,0,69,21
41373,41373,610000,610100,142,0,2,0,70,0,2,0
4874,4874,500000,-1,573,0,328,6,17,0,10,0
48251,48251,530000,532800,91,0,1,0,12,0,0,0
16086,16086,370000,371100,541,0,175,2,16,0,3,0
43707,43707,500000,-1,337,0,9,2,13,0,0,0
57358,57358,340000,341200,15,0,0,0,2,0,0,0
20763,20763,440000,441400,1261,0,340,2,14,0,7,0
11712,11712,410000,410500,1262,0,555,19,52,0,26,0
8724,8724,440000,440200,1333,0,664,5,10,0,5,0
43699,43699,310000,-1,208,0,10,1,0,0,5,0
50643,50643,110000,400000,121,0,5,1,10,0,0,0
37582,37582,460000,0,106,0,8,2,2,0,0,0
46128,46128,530000,530700,99,0,3,0,6,0,0,0
49289,49289,330000,330800,538,0,11,0,12,0,0,0
11780,11780,310000,310113,333,0,186,2,21,0,7,0
28503,28503,620000,620400,83,0,17,2,4,0,0,0
44301,44301,430000,430700,521,0,16,0,45,0,0,0
6680,6680,510000,512000,526,0,248,3,3,0,2,0
40217,40217,440000,441700,895,0,49,0,12,0,0,0
18845,18845,440000,440300,1294,0,393,2,406,0,104,0
56039,56039,460000,400000,17,0,0,0,1,0,0,0
49848,49848,500000,500237,206,0,1,0,6,0,1,0
54965,54965,110000,400000,63,0,2,0,1,0,0,0
47152,47152,140000,140800,56,0,1,0,10,0,0,0
54855,54855,360000,360800,48,0,0,0,3,0,0,0
39768,39768,370000,370100,343,0,18,0,33,0,0,0
4608,4608,330000,330700,1205,0,760,1,55,0,39,0
39896,39896,420000,420600,16678,0,538,479,735,0,7,2
29338,29338,230000,230100,331,0,15,7,128,0,9,0
34516,34516,230000,230400,295,0,12,5,3,0,0,0
55593,55593,430000,430200,43,0,0,0,1,0,0,0
39278,39278,370000,371400,343,0,21,0,26,0,1,0
35511,35511,130000,131000,172,0,18,1,15,0,4,0
51436,51436,410000,411400,278,0,2,1,18,0,0,0
53689,53689,360000,360400,72,0,1,0,9,0,0,0
8992,8992,420000,420100,62031,0,10521,2029,45027,0,5598,1585
37577,37577,460000,469028,106,0,8,2,4,0,0,0
22994,22994,370000,370800,506,0,103,2,43,0,14,0
36881,36881,460000,460100,114,0,8,2,21,0,2,0
15399,15399,310000,310151,332,0,161,1,4,0,0,0
43947,43947,420000,420800,11177,0,300,350,345,0,6,11
52453,52453,610000,611000,56,0,0,0,2,0,0,0
51495,51495,370000,371300,145,0,1,0,16,0,0,0
51463,51463,410000,411000,278,0,0,1,3,0,0,0
17087,17087,440000,441500,1316,0,444,2,5,0,1,0
33634,33634,500000,500101,426,0,32,2,78,0,4,1
26855,26855,310000,310107,303,0,48,1,8,0,0,0
20292,20292,510000,510400,463,0,111,1,13,0,9,0
54492,54492,330000,330500,128,0,1,0,1,0,0,0
14190,14190,130000,130400,302,0,123,4,31,0,10,0
55094,55094,370000,370700,46,0,0,0,2,0,0,0
31369,31369,510000,513200,386,0,60,1,1,0,0,0
1570,1570,330000,0,1205,0,825,1,0,0,7,0
33770,33770,310000,310105,286,0,41,1,11,0,0,0
42248,42248,500000,500153,366,0,9,2,8,0,0,0
27608,27608,620000,621100,86,0,21,2,8,0,2,0
44324,44324,340000,340600,408,0,11,0,8,0,0,0
35887,35887,440000,440700,1034,0,75,1,14,0,1,0
20934,20934,440000,441200,1261,0,334,2,17,0,7,1
14442,14442,500000,0,553,0,214,5,1,0,0,0
43972,43972,330000,330700,724,0,40,0,36,0,6,0
49216,49216,320000,320400,168,0,5,0,13,0,0,0
49771,49771,410000,411400,352,0,3,2,27,0,0,0
30797,30797,500000,500231,446,0,48,2,19,0,1,0
38875,38875,310000,-1,254,0,25,1,89,0,8,1
11840,11840,370000,371500,544,0,221,3,38,0,18,0
6329,6329,410000,410900,1270,0,823,19,17,0,7,0
12266,12266,350000,350100,293,0,96,0,71,0,28,0
44902,44902,120000,0,56,0,1,0,5,0,0,0
41780,41780,520000,520100,64,0,5,0,12,0,1,0
26674,26674,370000,371500,487,0,78,1,37,0,2,0
23730,23730,500000,500152,509,0,87,3,15,0,0,0
45267,45267,450000,450300,127,0,2,0,24,0,0,0
28706,28706,410000,410600,1073,0,179,6,17,0,3,0
51421,51421,410000,410300,278,0,2,2,2,0,0,0
30405,30405,410000,410400,1033,0,146,6,50,0,6,1
50019,50019,120000,120103,32,0,0,0,3,0,0,0
6607,6607,410000,410100,1270,0,816,19,157,0,98,0
9636,9636,520000,520300,146,0,72,2,32,0,17,0
52812,52812,410000,410200,206,0,1,2,3,0,0,0
19850,19850,410000,411700,1184,0,350,11,137,0,50,0
27327,27327,370000,370200,486,0,71,1,53,0,11,1
7861,7861,450000,450300,246,0,97,2,31,0,15,0
12441,12441,410000,410200,1257,0,522,19,26,0,9,0
40057,40057,330000,330700,895,0,78,0,44,0,8,0
33416,33416,430000,430800,803,0,135,0,5,0,2,0
44378,44378,530000,532901,114,0,3,0,7,0,1,0
20620,20620,410000,411600,1184,0,338,11,69,0,20,0
47302,47302,460000,469002,62,0,1,1,5,0,0,0
22008,22008,440000,440200,1241,0,308,2,8,0,3,0
11782,11782,310000,310117,333,0,186,2,14,0,6,0
32226,32226,420000,420100,27100,23638,1439,780,14982,0,877,608
11501,11501,420000,420800,61682,0,9201,1921,901,0,181,33
21312,21312,500000,500111,529,0,128,4,14,0,1,0
7376,7376,440000,442000,1339,0,720,5,66,0,43,0
27257,27257,320000,320700,515,0,84,0,37,0,4,0
49483,49483,500000,500116,206,0,1,0,3,0,0,0
48790,48790,410000,400000,422,0,2,2,2,0,0,0
18702,18702,610000,610200,232,0,56,0,8,0,4,0
5148,5148,340000,340400,989,0,637,6,27,0,15,0
46888,46888,440000,445100,604,0,14,0,3,0,0,0
22330,22330,320000,320600,570,0,139,0,38,0,11,0
22077,22077,430000,433100,968,0,339,2,8,0,6,0
16861,16861,140000,140700,128,0,48,0,35,0,13,0
49264,49264,310000,310105,135,0,9,1,6,0,0,0
13869,13869,410000,411200,1257,0,514,19,7,0,4,0
45838,45838,420000,421000,9074,0,252,294,333,0,2,4
17198,17198,510000,510400,481,0,130,3,13,0,10,0
45313,45313,140000,141000,66,0,3,0,1,0,0,0
35967,35967,510000,510100,344,0,42,1,102,0,25,1
44056,44056,410000,410300,566,0,14,2,7,0,0,0
50423,50423,510000,510100,177,0,1,1,69,0,1,1
39025,39025,110000,110101,274,0,31,1,7,0,0,0
49253,49253,530000,530800,83,0,1,0,4,0,0,0
50148,50148,440000,441800,393,0,9,0,6,0,0,0
2573,2573,510000,513300,529,0,285,3,69,0,18,0
8873,8873,450000,451100,246,0,95,2,4,0,1,0
23676,23676,340000,340300,889,0,127,4,141,0,2,3
6282,6282,130000,131000,309,0,203,6,30,0,25,0
34061,34061,340000,340800,733,0,55,0,71,0,6,0
21163,21163,510000,511600,463,0,105,1,30,0,7,0
31111,31111,320000,320300,468,0,69,0,56,0,8,0
44816,44816,310000,310105,203,0,10,1,8,0,0,0
537,537,340000,340800,989,0,768,6,83,0,74,0
12051,12051,150000,150400,75,0,9,0,9,0,3,0
20469,20469,410000,410100,1184,0,342,11,142,0,62,0
52561,52561,460000,469006,43,0,0,0,8,0,0,0
47713,47713,110000,110114,168,0,9,1,12,0,0,0
49425,49425,530000,400000,83,0,1,0,4,0,0,0
57379,57379,320000,320500,9,0,0,0,1,0,0,0
15573,15573,440000,440100,1322,0,483,4,339,0,131,0
2229,2229,360000,360500,934,0,683,1,130,0,109,0
32545,32545,430000,430400,803,0,149,1,43,0,13,0
46228,46228,360000,361100,333,0,10,0,19,0,1,0
20627,20627,410000,410800,1184,0,338,11,29,0,5,1
25617,25617,510000,511500,436,0,85,1,10,0,3,0
39381,39381,320000,321200,373,0,27,0,28,0,1,0
52928,52928,420000,421000,3554,0,50,125,101,0,1,2
8404,8404,640000,640200,71,0,48,0,1,0,1,0
23900,23900,530000,530400,154,0,26,0,14,0,3,0
1662,1662,440000,440100,1347,0,843,7,346,0,222,1
44592,44592,500000,500108,312,0,8,2,7,0,0,0
11545,11545,350000,350600,293,0,103,0,20,0,11,0
29016,29016,150000,150200,58,0,5,0,11,0,0,0
19038,19038,440000,441600,1294,0,392,2,3,0,1,0
30118,30118,500000,500152,450,0,48,2,13,0,0,0
7804,7804,120000,120113,132,0,62,3,6,0,1,0
50382,50382,360000,361100,240,0,7,0,12,0,1,0
44267,44267,320000,320700,271,0,8,0,14,0,1,0
36292,36292,410000,411700,914,0,70,3,106,0,2,0
55653,55653,340000,341700,30,0,0,0,1,0,0,0
29599,29599,370000,370600,444,0,62,1,37,0,3,0
26874,26874,510000,510900,417,0,82,1,10,0,2,0
20156,20156,500000,500117,532,0,139,5,23,0,5,0
28364,28364,410000,410800,1073,0,181,6,25,0,1,1
55990,55990,370000,370100,21,0,0,0,3,0,0,0
52761,52761,310000,400000,80,0,4,1,2,0,0,0
46157,46157,210000,211000,69,0,1,0,2,0,0,0
17383,17383,500000,0,544,0,184,5,4,0,1,0
48145,48145,310000,310106,169,0,10,1,8,0,0,0
39814,39814,120000,0,69,0,2,1,6,0,0,0
50070,50070,310000,400000,128,0,9,1,5,0,0,0
10770,10770,140000,140800,131,0,63,0,19,0,14,0
43025,43025,210000,210500,77,0,1,0,3,0,0,0
51803,51803,110000,400000,111,0,4,1,8,0,0,0
49713,49713,500000,500102,206,0,1,0,1,0,0,0
57122,57122,330000,330300,43,0,1,0,6,0,0,0
28088,28088,500000,500152,473,0,60,2,13,0,0,0
55415,55415,320000,320800,31,0,1,0,1,0,0,0
29246,29246,350000,350600,261,0,35,0,16,0,3,0
51441,51441,410000,410600,278,0,2,1,6,0,0,0
45867,45867,370000,370600,230,0,5,0,20,0,0,0
22839,22839,510000,511900,451,0,97,1,22,0,1,0
49029,49029,500000,500120,238,0,1,0,6,0,0,0
33490,33490,430000,430900,803,0,131,0,44,0,6,0
15204,15204,330000,330400,1171,0,487,0,43,0,11,0
23608,23608,420000,422800,33366,0,2686,1068,203,0,45,3
45450,45450,460000,469006,64,0,3,1,8,0,0,0
26473,26473,500000,500233,489,0,72,2,19,0,6,0
39147,39147,310000,310110,254,0,25,1,6,0,0,0
32260,32260,420000,420100,27100,23638,1439,780,14982,0,877,608
48324,48324,460000,469026,57,0,1,1,1,0,0,0
45661,45661,120000,120104,48,0,1,0,2,0,0,0
2555,2555,420000,420100,64786,0,18916,2563,47071,0,10365,2043
29568,29568,510000,510700,386,0,71,1,20,0,4,0
45551,45551,420000,420700,9074,0,267,294,278,0,2,13
40791,40791,500000,500115,376,0,15,2,12,0,0,0
5034,5034,120000,120103,135,0,75,3,4,0,3,0
835,835,130000,130800,317,0,261,6,7,0,7,0
8090,8090,420000,421100,62662,0,11808,2144,2856,0,1274,90
12095,12095,610000,610600,242,0,89,0,8,0,6,0
41307,41307,320000,320200,341,0,13,0,26,0,1,0
44798,44798,230000,230300,121,0,2,2,6,0,0,0
2420,2420,450000,450300,252,0,134,2,32,0,23,0
16772,16772,430000,430400,1004,0,455,3,47,0,28,0
37103,37103,460000,0,111,0,8,2,6,0,0,0
1704,1704,330000,330900,1205,0,822,1,10,0,6,0
19194,19194,310000,310107,326,0,124,1,11,0,1,0
46985,46985,410000,411700,493,0,4,2,46,0,0,0
43697,43697,310000,310116,208,0,10,1,1,0,0,0
47834,47834,500000,500238,247,0,3,1,10,0,0,0
57485,57485,410000,410100,9,0,0,0,3,0,0,0
29457,29457,440000,440600,1131,0,141,1,67,0,4,0
41135,41135,350000,350900,205,0,7,0,12,0,1,0
22146,22146,420000,429004,48206,0,3457,1310,480,0,48,16
9671,9671,330000,330600,1175,0,613,1,42,0,20,0
48612,48612,340000,400000,297,0,3,0,6,0,0,0
32528,32528,410000,411000,981,0,111,4,30,0,2,0
2400,2400,420000,420700,64786,0,18921,2563,1385,0,496,41
51474,51474,520000,520300,12,0,1,0,1,0,0,0
13464,13464,220000,220500,89,0,36,1,3,0,1,0
53662,53662,310000,400000,66,0,0,0,1,0,0,0
19784,19784,410000,410400,1184,0,352,11,57,0,19,1
18838,18838,440000,440200,1294,0,393,2,10,0,4,0
53252,53252,110000,400000,80,0,2,1,7,0,0,0
18928,18928,310000,310118,326,0,124,1,5,0,3,0
44838,44838,310000,310110,203,0,10,1,4,0,0,0
49266,49266,310000,310112,135,0,9,1,5,0,0,0
40021,40021,430000,431300,661,0,54,0,45,0,3,0
30146,30146,420000,421100,27100,23638,1467,780,2141,0,137,43
23434,23434,510000,512000,451,0,93,1,3,0,1,0
17760,17760,410000,410500,1212,0,391,13,51,0,18,0
42152,42152,500000,500117,366,0,9,2,9,0,0,0
24513,24513,350000,350700,272,0,51,0,19,0,3,0
26148,26148,430000,430200,912,0,244,1,68,0,11,0
51821,51821,110000,400000,111,0,4,1,24,0,0,0
19466,19466,130000,130700,291,0,86,3,33,0,7,0
22211,22211,510000,511500,451,0,102,1,11,0,3,0
44903,44903,120000,120117,56,0,1,0,4,0,0,0
7550,7550,350000,350400,293,0,150,1,14,0,5,0
54207,54207,150000,152500,11,0,0,0,2,0,0,0
8251,8251,350000,350300,293,0,138,1,55,0,22,0
39180,39180,520000,520400,69,0,6,1,3,0,0,0
31461,31461,440000,440400,1120,0,126,1,83,0,4,0
31454,31454,440000,440200,1120,0,126,1,6,0,2,0
57314,57314,500000,500115,27,0,0,0,3,0,0,0
6427,6427,440000,441800,1339,0,728,5,12,0,10,0
3877,3877,130000,130800,311,0,229,6,7,0,7,0
50605,50605,420000,429005,5806,0,116,204,12,0,0,1
49942,49942,530000,532800,80,0,0,0,12,0,0,0
12848,12848,420000,420700,59989,0,7927,1789,1339,0,271,36
27779,27779,350000,350300,261,0,39,0,51,0,2,0
525,525,510000,510400,534,0,313,3,16,0,16,0
45044,45044,230000,230800,118,0,2,2,11,0,0,0
23159,23159,110000,110116,366,0,68,3,7,0,0,0
35765,35765,500000,500238,415,0,25,2,11,0,1,0
27433,27433,510000,513300,417,0,82,1,27,0,2,0
2037,2037,370000,371000,756,0,357,6,38,0,27,0
38320,38320,440000,440700,970,0,52,0,9,0,0,0
24440,24440,410000,410200,1135,0,241,8,25,0,2,0
32413,32413,420000,420300,24953,0,1215,699,438,0,40,0
40477,40477,520000,520100,64,0,8,1,12,0,4,0
49879,49879,460000,469027,51,0,1,1,1,0,0,0
43871,43871,410000,411200,566,0,16,2,7,0,0,0
48982,48982,500000,500235,238,0,1,0,17,0,0,0
11956,11956,510000,511800,514,0,185,3,7,0,2,0
25731,25731,230000,230600,378,0,28,8,15,0,0,1
42064,42064,500000,500101,366,0,14,2,65,0,1,1
54226,54226,510000,511600,69,0,0,0,6,0,0,0
25104,25104,510000,510700,436,0,88,1,22,0,4,0
16873,16873,150000,150600,70,0,8,0,11,0,3,0
47041,47041,310000,310105,177,0,10,1,7,0,0,0
45539,45539,440000,445100,632,0,15,0,4,0,0,0
45243,45243,370000,371100,246,0,6,0,12,0,0,0
54488,54488,330000,330700,128,0,1,0,3,0,0,0
5132,5132,140000,140200,132,0,87,0,12,0,8,0
57036,57036,420000,420500,549,0,31,24,1,0,0,0
52887,52887,420000,420100,3554,0,80,125,1905,0,47,104
21836,21836,130000,130100,265,0,68,3,27,0,4,0
25756,25756,130000,130200,251,0,48,2,33,0,2,0
55796,55796,460000,460100,17,0,0,0,3,0,0,0
6441,6441,440000,441400,1339,0,724,5,16,0,11,0
27508,27508,650000,0,55,0,0,0,1,0,0,0
39502,39502,410000,411400,851,0,54,2,65,0,3,0
16665,16665,220000,220500,89,0,30,1,3,0,0,0
15734,15734,410000,410900,1246,0,480,16,17,0,2,0
53427,53427,640000,640400,11,0,0,0,1,0,0,0
10995,10995,520000,520200,146,0,70,2,10,0,6,1
43404,43404,610000,610700,142,0,1,0,16,0,0,0
3826,3826,340000,340100,989,0,663,6,174,0,103,1
36129,36129,530000,530900,136,0,7,0,1,0,0,0
47086,47086,500000,500235,262,0,3,1,18,0,0,0
20972,20972,320000,320900,593,0,141,0,26,0,6,0
55258,55258,510000,510900,28,0,0,0,2,0,0,0
29066,29066,150000,150100,58,0,5,0,7,0,0,0
21183,21183,350000,350200,281,0,59,0,34,0,4,0
42088,42088,500000,500230,366,0,14,2,6,0,1,0
33131,33131,430000,431200,803,0,137,0,38,0,14,0
21094,21094,360000,361000,900,0,187,1,71,0,14,0
33962,33962,310000,0,281,0,41,1,3,0,5,0
44477,44477,110000,0,212,0,9,1,0,0,5,1
45218,45218,510000,511900,254,0,12,1,12,0,0,0
31408,31408,340000,340500,779,0,59,1,31,0,2,0
6505,6505,510000,511700,526,0,249,3,41,0,13,0
41996,41996,450000,450200,150,0,10,0,17,0,1,0
20121,20121,510000,511800,463,0,112,1,7,0,2,0
30244,30244,520000,522300,96,0,7,1,4,0,0,0
17519,17519,520000,522300,144,0,41,1,4,0,4,0
54603,54603,340000,341800,70,0,0,0,1,0,0,0
24729,24729,310000,310109,311,0,57,1,7,0,2,0
36171,36171,330000,330700,1006,0,99,0,48,0,9,0
27296,27296,460000,469027,142,0,19,3,2,0,0,0
50466,50466,450000,451200,87,0,2,0,6,0,0,0
55151,55151,420000,429004,1052,0,42,52,11,0,0,0
5957,5957,610000,610600,245,0,153,1,8,0,8,0
46134,46134,530000,530900,99,0,3,0,1,0,0,0
4755,4755,370000,370200,754,0,319,4,59,0,34,1
28177,28177,440000,440400,1159,0,166,1,85,0,4,0
50795,50795,120000,0,30,0,0,0,4,0,0,0
25734,25734,230000,231000,378,0,28,8,12,0,1,0
55630,55630,450000,451000,33,0,0,0,2,0,0,0
15907,15907,210000,210200,121,0,41,1,19,0,5,0
26226,26226,450000,450400,215,0,33,1,5,0,5,0
47341,47341,410000,410400,422,0,3,2,11,0,0,0
20877,20877,420000,429005,51986,0,3862,1318,104,0,11,5
6980,6980,370000,371300,750,0,301,4,49,0,44,0
40329,40329,230000,230500,190,0,7,2,16,0,1,0
29941,29941,430000,430100,838,0,178,1,205,0,33,0
23000,23000,370000,370300,506,0,103,2,23,0,1,0
37335,37335,410000,410700,914,0,68,3,41,0,2,0
39445,39445,310000,-1,254,0,15,1,88,0,8,0
5363,5363,330000,0,1205,0,759,1,36,0,0,0
30847,30847,500000,500240,446,0,48,2,12,0,0,0
48861,48861,420000,420800,7153,0,119,249,251,0,6,5
4604,4604,330000,331000,1205,0,760,1,146,0,98,0
40622,40622,230000,231200,190,0,8,2,24,0,1,2
27240,27240,620000,620100,86,0,21,2,35,0,10,2
11268,11268,430000,430400,1008,0,555,4,48,0,29,0
51269,51269,120000,120105,28,0,0,0,9,0,0,0
16642,16642,110000,110101,380,0,108,4,12,0,1,0
31,31,330000,330800,1205,0,932,1,14,0,11,0
1540,1540,440000,441900,1347,0,844,7,97,0,40,1
38815,38815,430000,430100,711,0,67,0,179,0,8,0
2959,2959,340000,341300,989,0,708,6,41,0,29,0
5242,5242,460000,469029,168,0,106,4,3,0,1,0
32867,32867,330000,330300,1048,0,175,0,438,0,70,0
41747,41747,320000,320700,308,0,12,0,20,0,1,0
849,849,310000,-1,337,0,272,3,111,0,89,1
29989,29989,210000,210700,106,0,11,0,10,0,1,0
43589,43589,410000,410800,675,2,14,2,12,0,0,0
5067,5067,650000,0,76,0,25,2,3,0,0,0
34953,34953,410000,410700,914,0,86,3,41,0,4,0
15542,15542,440000,441200,1322,0,485,4,17,0,8,1
5583,5583,140000,140300,132,0,85,0,4,0,3,0
26471,26471,500000,500231,489,0,72,2,20,0,1,0
16025,16025,340000,340700,973,0,266,6,28,0,10,0
12017,12017,610000,0,242,0,100,0,1,0,0,0
40696,40696,420000,420800,16678,0,533,479,422,0,16,16
5485,5485,610000,610800,245,0,157,1,3,0,3,0
34605,34605,410000,411200,981,0,97,4,7,0,2,0
56528,56528,370000,370700,21,0,1,0,1,0,0,0
55228,55228,460000,400000,22,0,0,0,1,0,0,0
42609,42609,320000,320700,308,0,12,0,17,0,1,0
50082,50082,440000,440600,393,0,10,0,32,0,0,0
19878,19878,370000,370400,523,0,136,2,23,0,4,0
6187,6187,350000,350600,293,0,162,1,20,0,14,0
32623,32623,510000,511100,363,0,60,1,3,0,0,0
28690,28690,410000,419001,1073,0,179,6,4,0,0,0
2081,2081,210000,210500,121,0,88,1,3,0,3,0
46890,46890,440000,440300,535,0,12,0,170,0,5,0
27113,27113,530000,0,149,0,19,0,4,0,0,0
774,774,370000,370800,756,0,381,6,258,0,43,0
6782,6782,420000,420500,63454,0,13652,2250,914,0,273,29
4331,4331,350000,350600,293,0,174,1,20,0,14,0
8483,8483,320000,321100,631,0,367,0,12,0,8,0
24602,24602,460000,0,157,0,20,3,3,0,0,0
53656,53656,310000,400000,66,0,0,0,2,0,0,0
1937,1937,430000,430700,1016,0,779,4,82,0,66,0
52438,52438,510000,511100,108,0,1,0,2,0,0,0
56831,56831,110000,400000,36,0,1,0,2,0,0,0
56824,56824,110000,-1,36,0,1,0,10,0,0,0
19526,19526,310000,310151,326,0,90,1,3,0,0,0
29555,29555,460000,469028,130,0,16,3,4,0,0,0
32859,32859,500000,500229,428,0,39,2,2,0,1,0
57190,57190,430000,431100,24,0,0,0,4,0,0,0
33825,33825,310000,310151,281,0,41,1,2,0,0,0
20946,20946,410000,411700,1184,0,316,11,137,0,42,0
19735,19735,340000,341200,934,0,193,6,146,0,28,0
12153,12153,520000,522300,146,0,69,2,4,0,4,0
48810,48810,510000,512000,207,0,3,1,2,0,0,0
43718,43718,500000,500111,337,0,9,2,7,0,0,0
26292,26292,120000,120114,104,0,10,2,1,0,0,0
2251,2251,510000,513300,529,0,289,3,69,0,18,0
23921,23921,520000,520400,133,0,18,1,4,0,0,0
2816,2816,420000,420900,64786,0,18888,2563,3482,0,1328,110
6386,6386,230000,230500,479,0,204,12,52,0,19,3
50274,50274,430000,431200,332,0,2,0,26,0,0,0
27377,27377,440000,441400,1177,0,181,1,13,0,4,0
33689,33689,420000,429021,24953,0,1124,699,10,0,2,0
57024,57024,420000,421100,549,0,31,24,12,0,0,0
56136,56136,500000,500120,57,0,0,0,2,0,0,0
56045,56045,210000,210500,15,0,0,0,1,0,0,0
31538,31538,120000,120115,90,0,4,1,29,0,0,1
57373,57373,500000,500237,27,0,0,0,2,0,0,0
39439,39439,310000,310107,254,0,15,1,6,0,0,0
2408,2408,420000,421200,64786,0,18921,2563,836,0,504,11
50851,50851,440000,440400,354,0,7,0,26,0,0,0
52547,52547,460000,400000,43,0,0,1,1,0,0,0
1508,1508,500000,500154,576,0,373,6,21,0,18,1
45230,45230,510000,511400,254,0,12,1,3,0,0,0
41386,41386,130000,130900,135,0,5,1,20,0,0,1
32254,32254,420000,420300,27100,23638,1439,780,467,0,47,0
13973,13973,530000,530600,172,0,47,0,25,0,2,0
54776,54776,420000,420900,1423,0,44,76,100,0,1,0
13606,13606,510000,513300,508,0,165,3,62,0,6,0
42234,42234,500000,500233,366,0,9,2,16,0,0,0
28667,28667,430000,431100,879,0,201,1,41,0,13,0
839,839,210000,211200,121,0,92,1,7,0,4,0
49917,49917,460000,460200,51,0,1,1,14,0,1,0
12160,12160,360000,361000,934,0,362,1,72,0,29,0
50545,50545,310000,400000,128,0,5,1,1,0,0,0
34619,34619,230000,232700,296,0,12,5,2,0,0,0
27623,27623,500000,500231,486,0,66,2,20,0,1,0
31500,31500,370000,371500,435,0,51,1,33,0,2,0
26464,26464,500000,500156,489,0,72,2,1,0,0,0
28063,28063,330000,330300,1092,0,239,0,464,0,99,0
2084,2084,130000,130200,312,0,248,6,58,0,30,1
23059,23059,530000,530800,155,0,25,0,4,0,0,0
53268,53268,360000,360700,72,0,3,0,10,0,0,0
21441,21441,330000,330700,1145,0,360,0,55,0,24,0
22844,22844,510000,511500,451,0,97,1,11,0,3,0
41548,41548,150000,150800,42,0,1,0,4,0,0,0
9944,9944,310000,310115,333,0,199,2,60,0,38,0
45948,45948,430000,430700,463,0,8,0,42,0,0,0
56525,56525,370000,371300,21,0,1,0,2,0,0,0
46308,46308,310000,310151,182,0,10,1,1,0,0,0
15116,15116,510000,510500,495,0,147,3,19,0,3,0
22679,22679,500000,0,525,0,114,3,1,0,0,0
36329,36329,440000,441200,1018,0,75,1,14,0,1,1
4442,4442,500000,500103,575,0,335,6,20,0,16,0
19014,19014,520000,520200,143,0,39,1,10,0,3,1
48801,48801,510000,511500,207,0,3,1,7,0,0,0
39480,39480,230000,230600,227,0,7,3,13,0,0,0
23356,23356,340000,341000,910,0,128,5,9,0,1,0
56439,56439,370000,370200,21,0,0,0,4,0,0,0
41922,41922,370000,370300,275,0,11,0,14,0,0,0
40633,40633,230000,230100,190,0,7,2,73,0,6,0
47950,47950,410000,411300,422,0,3,2,66,0,0,2
25324,25324,530000,530700,154,0,21,0,7,0,2,0
38879,38879,310000,310104,254,0,25,1,14,0,0,0
9324,9324,410000,411700,1265,0,634,19,139,0,95,0
15936,15936,440000,445200,1322,0,473,4,8,0,4,0
12414,12414,620000,620700,91,0,62,2,2,0,2,0
35942,35942,370000,371000,386,0,36,0,31,0,5,0
